City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
222,tshikapa,-6.42,20.8,71.06,93,100,1.34,CD,1605216368
223,vila velha,-20.33,-40.29,78.8,74,40,14.99,BR,1605216368
224,pemangkat,1.17,108.97,77.22,91,28,7.83,ID,1605216368
225,mabaruma,8.2,-59.78,78.69,91,99,3.87,GY,1605216369
226,tasiilaq,65.61,-37.64,23.0,53,58,3.36,GL,1605216369
227,fort-shevchenko,44.51,50.26,39.02,72,100,7.09,KZ,1605216369
228,soltsy,58.12,30.32,38.19,91,72,2.95,RU,1605216369
229,acajutla,13.59,-89.83,82.0,86,23,7.72,SV,1605216367
230,eyl,7.98,49.82,77.47,77,100,15.03,SO,1605216369
231,plettenberg bay,-34.05,23.37,67.48,69,0,5.44,ZA,1605216370
232,drumnadrochit,57.33,-4.48,51.8,71,20,14.99,GB,1605216370
233,plouzane,48.38,-4.62,51.8,87,75,11.41,FR,1605216370
234,acarau,-2.89,-40.12,80.65,72,48,17.27,BR,1605216370
235,udachnyy,66.42,112.4,14.0,92,90,6.71,RU,1605216370
236,longyearbyen,78.22,15.64,33.8,86,75,5.82,SJ,1605216370
237,kibala,9.11,18.35,80.6,57,0,2.15,TD,1605216371
238,iquique,-20.22,-70.14,68.0,60,0,19.46,CL,1605216251
239,chokurdakh,70.63,147.92,-13.97,90,76,4.12,RU,1605216371
240,souillac,-20.52,57.52,75.2,83,40,12.75,MU,1605216372
241,chalmette,29.94,-89.96,80.6,73,1,6.93,US,1605216362
242,klyuchi,52.27,79.17,25.95,96,92,10.2,RU,1605216372
243,dubai,25.26,55.3,80.6,65,0,5.82,AE,1605216344
244,dom pedrito,-30.98,-54.67,73.45,68,6,6.33,BR,1605216372
245,igrim,63.19,64.42,15.58,95,99,10.71,RU,1605216372
246,kendari,-3.94,122.5,79.11,83,48,2.42,ID,1605216373
247,murakami,38.23,139.48,44.6,81,40,8.05,JP,1605216373
248,pilar,-9.6,-35.96,77.0,88,20,9.17,BR,1605216373
249,matam,15.62,-13.33,96.8,20,0,4.7,SN,1605216373
250,bima,-8.47,118.72,78.4,86,6,2.71,ID,1605216373
251,nazret,8.55,39.27,59.2,44,3,8.08,ET,1605216373
252,christchurch,-43.53,172.63,71.01,63,40,2.24,NZ,1605216374
253,nizhniy lomov,53.53,43.68,29.5,96,66,9.95,RU,1605216374
254,havoysund,71.0,24.66,39.2,80,0,27.51,NO,1605216374
255,luderitz,-26.65,15.16,62.35,71,0,2.37,NA,1605216374
256,caravelas,-17.71,-39.25,75.99,75,89,10.38,BR,1605216374
257,puerto del rosario,28.5,-13.86,69.8,88,20,6.93,ES,1605216374
258,bandarbeyla,9.49,50.81,75.92,80,24,16.49,SO,1605216374
259,tuatapere,-46.13,167.68,63.0,65,27,5.01,NZ,1605216375
260,pafos,34.77,32.42,62.6,77,20,8.05,CY,1605216375
261,rabat,33.99,-6.84,53.6,87,68,4.7,MA,1605216375
262,vallenar,-28.57,-70.76,77.68,29,19,10.18,CL,1605216375
263,borogontsy,62.67,131.17,2.03,93,94,5.75,RU,1605216375
264,benemerito de las americas,16.52,-90.64,87.21,55,65,4.0,MX,1605216375
265,russell,32.35,-85.2,78.8,57,1,12.75,US,1605216376
266,sorong,-0.88,131.25,78.89,82,100,6.93,ID,1605216376
267,kizukuri,40.81,140.39,41.0,93,24,5.73,JP,1605216376
268,kruisfontein,-34.0,24.73,64.0,84,0,3.0,ZA,1605216376
269,wilhelmshaven,53.52,8.13,51.01,93,40,8.05,DE,1605216376
270,umm kaddadah,13.6,26.69,75.22,19,0,16.15,SD,1605216376
271,grindavik,63.84,-22.43,41.0,86,90,20.8,IS,1605216377
272,srednekolymsk,67.45,153.68,-13.31,89,97,5.1,RU,1605216377
273,fenoarivo atsinanana,-17.37,49.42,73.53,79,84,4.25,MG,1605216377
274,hami,42.8,93.45,34.68,77,15,1.1,CN,1605216377
275,tiruchchendur,8.48,78.12,81.81,80,100,6.78,IN,1605216377
276,kununurra,-15.77,128.73,82.4,94,78,9.17,AU,1605216377
277,atyrau,47.12,51.88,30.2,68,75,6.71,KZ,1605216378
278,issenye,-2.0,34.33,67.39,84,53,1.92,TZ,1605216378
279,lao cai,22.48,103.95,64.26,70,12,1.63,VN,1605216378
280,mecca,21.43,39.83,76.42,59,9,4.74,SA,1605216378
281,sao joao da barra,-21.64,-41.05,77.0,83,0,9.17,BR,1605216378
282,bull savanna,17.89,-77.59,81.64,81,94,4.07,JM,1605216379
283,yeppoon,-23.13,150.73,73.4,64,40,4.7,AU,1605216379
284,carrickfergus,54.72,-5.81,54.0,81,100,18.34,GB,1605216379
285,kenora,49.82,-94.43,21.2,79,90,6.93,CA,1605216379
286,faya,18.39,42.45,62.6,93,20,2.42,SA,1605216379
287,vao,-22.67,167.48,73.4,84,99,12.71,NC,1605216379
288,taoudenni,22.68,-3.98,77.74,17,50,11.3,ML,1605216379
289,santa quiteria,-4.33,-40.16,90.57,37,62,4.85,BR,1605216380
290,mayumba,-3.43,10.66,78.51,89,100,7.49,GA,1605216380
291,lasa,46.62,10.7,33.8,80,5,1.54,IT,1605216380
292,nanga eboko,4.68,12.37,72.1,71,59,2.62,CM,1605216380
293,alanya,36.54,32.0,55.4,87,0,5.82,TR,1605216215
294,nizhniy tsasuchey,50.52,115.13,24.4,86,0,4.7,RU,1605216380
295,nelson bay,-32.72,152.15,70.0,83,0,8.05,AU,1605216381
296,skelleftea,64.75,20.95,41.0,86,90,12.75,SE,1605216381
297,rawson,-43.3,-65.1,73.71,30,25,15.32,AR,1605216381
298,provideniya,64.38,-173.3,32.0,95,90,15.66,RU,1605216381
299,saint-joseph,-21.37,55.62,73.4,73,75,5.82,RE,1605216381
300,umm lajj,25.02,37.27,73.89,65,0,10.11,SA,1605216381
301,qinhuangdao,39.93,119.59,47.08,51,0,8.77,CN,1605216381
302,los llanos de aridane,28.66,-17.92,70.0,83,0,2.24,ES,1605216382
303,ambilobe,-13.2,49.05,73.94,82,72,3.33,MG,1605216382
304,tual,-5.67,132.75,83.19,73,50,6.31,ID,1605216382
305,beringovskiy,63.05,179.32,19.98,96,100,15.79,RU,1605216382
306,kibara,-2.15,33.45,73.29,72,34,8.32,TZ,1605216382
307,brokopondo,4.75,-55.17,86.86,64,83,8.88,SR,1605216382
308,port hedland,-20.32,118.57,77.0,61,4,10.29,AU,1605216383
309,whakatane,-37.96,176.99,65.34,63,0,2.73,NZ,1605216383
310,half moon bay,37.46,-122.43,62.01,71,1,19.46,US,1605216383
311,quatre cocos,-20.21,57.76,75.2,83,40,12.75,MU,1605216383
